ID,ML algorithms
2015,Linear or Logistic Regression
2016,Linear or Logistic Regression
2019,Linear or Logistic Regression
2021,Linear or Logistic Regression
2025,Linear or Logistic Regression
2028,Linear or Logistic Regression
2029,Linear or Logistic Regression
2031,Linear or Logistic Regression
2032,Linear or Logistic Regression
2033,Linear or Logistic Regression
2036,Linear or Logistic Regression
2038,Linear or Logistic Regression
2039,Linear or Logistic Regression
2040,Linear or Logistic Regression
2042,Linear or Logistic Regression
2047,Linear or Logistic Regression
2048,Linear or Logistic Regression
2050,Linear or Logistic Regression
2054,Linear or Logistic Regression
2055,Linear or Logistic Regression
2056,Linear or Logistic Regression
2057,Linear or Logistic Regression
2058,Linear or Logistic Regression
2059,Linear or Logistic Regression
2060,Linear or Logistic Regression
2061,Linear or Logistic Regression
2062,Linear or Logistic Regression
2063,Linear or Logistic Regression
2067,Linear or Logistic Regression
2070,Linear or Logistic Regression
2071,Linear or Logistic Regression
2076,Linear or Logistic Regression
2078,Linear or Logistic Regression
2079,Linear or Logistic Regression
2081,Linear or Logistic Regression
2082,Linear or Logistic Regression
2083,Linear or Logistic Regression
2090,Linear or Logistic Regression
2091,Linear or Logistic Regression
2094,Linear or Logistic Regression
2095,Linear or Logistic Regression
2096,Linear or Logistic Regression
2097,Linear or Logistic Regression
2099,Linear or Logistic Regression
2100,Linear or Logistic Regression
2101,Linear or Logistic Regression
2105,Linear or Logistic Regression
2106,Linear or Logistic Regression
2107,Linear or Logistic Regression
2108,Linear or Logistic Regression
2111,Linear or Logistic Regression
2112,Linear or Logistic Regression
2115,Linear or Logistic Regression
2116,Linear or Logistic Regression
2118,Linear or Logistic Regression
2120,Linear or Logistic Regression
2121,Linear or Logistic Regression
2124,Linear or Logistic Regression
2129,Linear or Logistic Regression
2131,Linear or Logistic Regression
2133,Linear or Logistic Regression
2135,Linear or Logistic Regression
2136,Linear or Logistic Regression
2139,Linear or Logistic Regression
2141,Linear or Logistic Regression
2143,Linear or Logistic Regression
2147,Linear or Logistic Regression
2148,Linear or Logistic Regression
2149,Linear or Logistic Regression
2152,Linear or Logistic Regression
2155,Linear or Logistic Regression
2161,Linear or Logistic Regression
2166,Linear or Logistic Regression
2169,Linear or Logistic Regression
2170,Linear or Logistic Regression
2173,Linear or Logistic Regression
2176,Linear or Logistic Regression
2180,Linear or Logistic Regression
2185,Linear or Logistic Regression
2186,Linear or Logistic Regression
2187,Linear or Logistic Regression
2190,Linear or Logistic Regression
2192,Linear or Logistic Regression
2195,Linear or Logistic Regression
2196,Linear or Logistic Regression
2197,Linear or Logistic Regression
2198,Linear or Logistic Regression
2200,Linear or Logistic Regression
2201,Linear or Logistic Regression
2202,Linear or Logistic Regression
2206,Linear or Logistic Regression
2207,Linear or Logistic Regression
2209,Linear or Logistic Regression
2210,Linear or Logistic Regression
2213,Linear or Logistic Regression
2215,Linear or Logistic Regression
2218,Linear or Logistic Regression
2219,Linear or Logistic Regression
2220,Linear or Logistic Regression
2222,Linear or Logistic Regression
2225,Linear or Logistic Regression
2228,Linear or Logistic Regression
2230,Linear or Logistic Regression
2245,Linear or Logistic Regression
2248,Linear or Logistic Regression
2249,Linear or Logistic Regression
2250,Linear or Logistic Regression
2252,Linear or Logistic Regression
2254,Linear or Logistic Regression
2255,Linear or Logistic Regression
2258,Linear or Logistic Regression
2260,Linear or Logistic Regression
2261,Linear or Logistic Regression
2265,Linear or Logistic Regression
2267,Linear or Logistic Regression
2268,Linear or Logistic Regression
2271,Linear or Logistic Regression
2272,Linear or Logistic Regression
2274,Linear or Logistic Regression
2277,Linear or Logistic Regression
2279,Linear or Logistic Regression
2282,Linear or Logistic Regression
2288,Linear or Logistic Regression
2289,Linear or Logistic Regression
2291,Linear or Logistic Regression
2294,Linear or Logistic Regression
2299,Linear or Logistic Regression
2300,Linear or Logistic Regression
2303,Linear or Logistic Regression
2305,Linear or Logistic Regression
2307,Linear or Logistic Regression
2310,Linear or Logistic Regression
2311,Linear or Logistic Regression
2312,Linear or Logistic Regression
2314,Linear or Logistic Regression
2315,Linear or Logistic Regression
2317,Linear or Logistic Regression
2318,Linear or Logistic Regression
2321,Linear or Logistic Regression
2322,Linear or Logistic Regression
2325,Linear or Logistic Regression
2328,Linear or Logistic Regression
2329,Linear or Logistic Regression
2330,Linear or Logistic Regression
2331,Linear or Logistic Regression
2332,Linear or Logistic Regression
2334,Linear or Logistic Regression
2336,Linear or Logistic Regression
2337,Linear or Logistic Regression
2338,Linear or Logistic Regression
2339,Linear or Logistic Regression
2342,Linear or Logistic Regression
2344,Linear or Logistic Regression
2347,Linear or Logistic Regression
2348,Linear or Logistic Regression
2351,Linear or Logistic Regression
2353,Linear or Logistic Regression
2354,Linear or Logistic Regression
2356,Linear or Logistic Regression
2358,Linear or Logistic Regression
2359,Linear or Logistic Regression
2360,Linear or Logistic Regression
2361,Linear or Logistic Regression
2362,Linear or Logistic Regression
2365,Linear or Logistic Regression
2367,Linear or Logistic Regression
2368,Linear or Logistic Regression
2369,Linear or Logistic Regression
2371,Linear or Logistic Regression
2372,Linear or Logistic Regression
2373,Linear or Logistic Regression
2374,Linear or Logistic Regression
2375,Linear or Logistic Regression
2376,Linear or Logistic Regression
2380,Linear or Logistic Regression
2381,Linear or Logistic Regression
2382,Linear or Logistic Regression
2383,Linear or Logistic Regression
2387,Linear or Logistic Regression
2388,Linear or Logistic Regression
2391,Linear or Logistic Regression
2395,Linear or Logistic Regression
2400,Linear or Logistic Regression
2402,Linear or Logistic Regression
2407,Linear or Logistic Regression
2410,Linear or Logistic Regression
2412,Linear or Logistic Regression
2414,Linear or Logistic Regression
2415,Linear or Logistic Regression
2416,Linear or Logistic Regression
2417,Linear or Logistic Regression
2418,Linear or Logistic Regression
2425,Linear or Logistic Regression
2426,Linear or Logistic Regression
2427,Linear or Logistic Regression
2428,Linear or Logistic Regression
2429,Linear or Logistic Regression
2430,Linear or Logistic Regression
2432,Linear or Logistic Regression
2433,Linear or Logistic Regression
2434,Linear or Logistic Regression
2436,Linear or Logistic Regression
2438,Linear or Logistic Regression
2440,Linear or Logistic Regression
2441,Linear or Logistic Regression
2446,Linear or Logistic Regression
2448,Linear or Logistic Regression
2452,Linear or Logistic Regression
2454,Linear or Logistic Regression
2455,Linear or Logistic Regression
2456,Linear or Logistic Regression
2458,Linear or Logistic Regression
2459,Linear or Logistic Regression
2462,Linear or Logistic Regression
2463,Linear or Logistic Regression
2465,Linear or Logistic Regression
2466,Linear or Logistic Regression
2467,Linear or Logistic Regression
2470,Linear or Logistic Regression
2471,Linear or Logistic Regression
2473,Linear or Logistic Regression
2474,Linear or Logistic Regression
2475,Linear or Logistic Regression
2477,Linear or Logistic Regression
2480,Linear or Logistic Regression
2491,Linear or Logistic Regression
2494,Linear or Logistic Regression
2497,Linear or Logistic Regression
2500,Linear or Logistic Regression
2503,Linear or Logistic Regression
2504,Linear or Logistic Regression
2507,Linear or Logistic Regression
2508,Linear or Logistic Regression
2509,Linear or Logistic Regression
2516,Linear or Logistic Regression
2519,Linear or Logistic Regression
2520,Linear or Logistic Regression
2522,Linear or Logistic Regression
2524,Linear or Logistic Regression
2527,Linear or Logistic Regression
2531,Linear or Logistic Regression
2533,Linear or Logistic Regression
2534,Linear or Logistic Regression
2535,Linear or Logistic Regression
2536,Linear or Logistic Regression
2537,Linear or Logistic Regression
2538,Linear or Logistic Regression
2539,Linear or Logistic Regression
2542,Linear or Logistic Regression
2543,Linear or Logistic Regression
2544,Linear or Logistic Regression
2545,Linear or Logistic Regression
2546,Linear or Logistic Regression
2549,Linear or Logistic Regression
2553,Linear or Logistic Regression
2554,Linear or Logistic Regression
2555,Linear or Logistic Regression
2557,Linear or Logistic Regression
2560,Linear or Logistic Regression
2561,Linear or Logistic Regression
2562,Linear or Logistic Regression
2564,Linear or Logistic Regression
2565,Linear or Logistic Regression
2566,Linear or Logistic Regression
2567,Linear or Logistic Regression
2569,Linear or Logistic Regression
2570,Linear or Logistic Regression
2571,Linear or Logistic Regression
2575,Linear or Logistic Regression
2576,Linear or Logistic Regression
2577,Linear or Logistic Regression
2579,Linear or Logistic Regression
2580,Linear or Logistic Regression
2585,Linear or Logistic Regression
2586,Linear or Logistic Regression
2587,Linear or Logistic Regression
2595,Linear or Logistic Regression
2597,Linear or Logistic Regression
2598,Linear or Logistic Regression
2599,Linear or Logistic Regression
2600,Linear or Logistic Regression
2601,Linear or Logistic Regression
2604,Linear or Logistic Regression
2605,Linear or Logistic Regression
2607,Linear or Logistic Regression
2608,Linear or Logistic Regression
2610,Linear or Logistic Regression
2613,Linear or Logistic Regression
2614,Linear or Logistic Regression
2615,Linear or Logistic Regression
2617,Linear or Logistic Regression
2619,Linear or Logistic Regression
2620,Linear or Logistic Regression
2624,Linear or Logistic Regression
2625,Linear or Logistic Regression
2627,Linear or Logistic Regression
2629,Linear or Logistic Regression
2630,Linear or Logistic Regression
2632,Linear or Logistic Regression
2633,Linear or Logistic Regression
2634,Linear or Logistic Regression
