ID,CV method
4583,"General purpose image/video tools (PIL, cv2, skimage, etc)"
4588,"General purpose image/video tools (PIL, cv2, skimage, etc)"
4590,"General purpose image/video tools (PIL, cv2, skimage, etc)"
4597,"General purpose image/video tools (PIL, cv2, skimage, etc)"
4602,"General purpose image/video tools (PIL, cv2, skimage, etc)"
4606,"General purpose image/video tools (PIL, cv2, skimage, etc)"
4612,"General purpose image/video tools (PIL, cv2, skimage, etc)"
4627,"General purpose image/video tools (PIL, cv2, skimage, etc)"
4638,"General purpose image/video tools (PIL, cv2, skimage, etc)"
4646,"General purpose image/video tools (PIL, cv2, skimage, etc)"
4677,"General purpose image/video tools (PIL, cv2, skimage, etc)"
4685,"General purpose image/video tools (PIL, cv2, skimage, etc)"
4696,"General purpose image/video tools (PIL, cv2, skimage, etc)"
4703,"General purpose image/video tools (PIL, cv2, skimage, etc)"
4705,"General purpose image/video tools (PIL, cv2, skimage, etc)"
4709,"General purpose image/video tools (PIL, cv2, skimage, etc)"
4712,"General purpose image/video tools (PIL, cv2, skimage, etc)"
4716,"General purpose image/video tools (PIL, cv2, skimage, etc)"
4717,"General purpose image/video tools (PIL, cv2, skimage, etc)"
4725,"General purpose image/video tools (PIL, cv2, skimage, etc)"
4730,"General purpose image/video tools (PIL, cv2, skimage, etc)"
4733,"General purpose image/video tools (PIL, cv2, skimage, etc)"
4734,"General purpose image/video tools (PIL, cv2, skimage, etc)"
4747,"General purpose image/video tools (PIL, cv2, skimage, etc)"
4754,"General purpose image/video tools (PIL, cv2, skimage, etc)"
4756,"General purpose image/video tools (PIL, cv2, skimage, etc)"
4777,"General purpose image/video tools (PIL, cv2, skimage, etc)"
4801,"General purpose image/video tools (PIL, cv2, skimage, etc)"
4806,"General purpose image/video tools (PIL, cv2, skimage, etc)"
4817,"General purpose image/video tools (PIL, cv2, skimage, etc)"
4842,"General purpose image/video tools (PIL, cv2, skimage, etc)"
4849,"General purpose image/video tools (PIL, cv2, skimage, etc)"
4854,"General purpose image/video tools (PIL, cv2, skimage, etc)"
4863,"General purpose image/video tools (PIL, cv2, skimage, etc)"
4868,"General purpose image/video tools (PIL, cv2, skimage, etc)"
4884,"General purpose image/video tools (PIL, cv2, skimage, etc)"
4888,"General purpose image/video tools (PIL, cv2, skimage, etc)"
4892,"General purpose image/video tools (PIL, cv2, skimage, etc)"
4898,"General purpose image/video tools (PIL, cv2, skimage, etc)"
4928,"General purpose image/video tools (PIL, cv2, skimage, etc)"
4933,"General purpose image/video tools (PIL, cv2, skimage, etc)"
4934,"General purpose image/video tools (PIL, cv2, skimage, etc)"
4936,"General purpose image/video tools (PIL, cv2, skimage, etc)"
4951,"General purpose image/video tools (PIL, cv2, skimage, etc)"
4960,"General purpose image/video tools (PIL, cv2, skimage, etc)"
4970,"General purpose image/video tools (PIL, cv2, skimage, etc)"
4977,"General purpose image/video tools (PIL, cv2, skimage, etc)"
4986,"General purpose image/video tools (PIL, cv2, skimage, etc)"
4989,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5002,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5008,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5022,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5052,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5056,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5070,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5071,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5073,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5078,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5084,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5105,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5110,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5112,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5118,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5128,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5129,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5154,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5156,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5157,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5171,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5179,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5182,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5199,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5210,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5212,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5214,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5245,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5281,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5306,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5314,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5324,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5338,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5353,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5377,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5420,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5429,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5437,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5456,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5466,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5491,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5498,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5515,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5528,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5536,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5543,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5555,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5558,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5563,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5572,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5577,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5591,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5624,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5625,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5629,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5634,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5647,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5651,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5652,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5654,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5679,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5697,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5699,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5701,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5708,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5713,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5718,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5726,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5727,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5735,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5736,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5741,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5748,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5749,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5751,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5773,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5797,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5802,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5809,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5817,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5825,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5838,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5851,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5858,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5877,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5882,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5905,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5914,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5939,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5948,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5955,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5957,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5959,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5967,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5969,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5970,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5979,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5989,"General purpose image/video tools (PIL, cv2, skimage, etc)"
5992,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6000,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6028,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6033,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6050,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6060,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6062,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6107,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6132,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6139,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6145,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6161,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6164,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6182,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6193,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6199,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6201,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6211,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6224,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6236,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6249,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6260,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6271,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6276,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6278,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6293,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6296,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6306,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6331,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6351,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6363,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6369,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6391,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6407,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6417,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6435,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6455,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6456,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6466,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6469,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6477,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6522,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6533,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6548,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6550,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6554,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6555,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6558,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6564,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6586,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6591,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6600,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6602,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6605,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6606,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6620,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6621,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6642,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6666,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6668,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6678,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6684,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6695,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6731,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6750,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6755,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6763,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6776,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6780,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6793,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6804,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6808,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6814,"General purpose image/video tools (PIL, cv2, skimage, etc)"
6825,"General purpose image/video tools (PIL, cv2, skimage, etc)"
